name,reviews,rating
Hotel Zetta San Francisco,"1) Location, perfect for walking around city",4.4
Hotel Zetta San Francisco,Trendy hotel in the heart of the city,4.8
Hotel Zetta San Francisco,"Rooms were big and very clean, the smell of the room was...",4.8
Hotel Zetta San Francisco,Excellent experience!,5
Hotel Zetta San Francisco,"My kids loved the place with games, billar, virtual reality...",4.6
Hotel Zetta San Francisco,The games room was a blast,4.6
Hotel Zetta San Francisco,Not great. Don't believe the hype.,2.3
Hotel Zetta San Francisco,"Location and staff were excellent, hotel was clean and well...",4.8
Hotel Zetta San Francisco,Staff are approachable and definitely very helpful!,4.8
Hotel Zetta San Francisco,Facilities were great.,4.8
Hotel Zetta San Francisco,"Ok for a few nights, terribly noisy",3.15
Hotel Zetta San Francisco,Fab hotel. Funky. Good location. Huge rooms,4.8
Hotel Zetta San Francisco,Excellent location.,4.8
Hotel Zetta San Francisco,"Nice hotel, not sure about the location",3.95
Hotel Zetta San Francisco,Central location good vibes,4.6
Hotel Zetta San Francisco,Valet parking was a little pricey.,3.75
Hotel Zetta San Francisco,"Rooms were modern , staff friendlly , location great",4.4
Hotel Zetta San Francisco,Great stay at The Zetta,5
Hotel Zetta San Francisco,Fabulous location!!,4.6
Hotel Zetta San Francisco,"The hotel is super stylish, the room was perfect.",3.75
Hotel Zetta San Francisco,Trendy and Fun!,5
Hotel Zetta San Francisco,"Fantastic location , close to everything , especially convenient for travel with train .",4.6
Hotel Zetta San Francisco,"The staff, the hotel, the playarea",4.8
Hotel Zetta San Francisco,My preference for a mattress is more on the harder side so...,5
Hotel Zetta San Francisco,I don't write reviews ever. This was worth writing a great review for.,5
Hotel Zetta San Francisco,Noisy,2.9
1906 Lodge At Coronado Beach,Can't wait to return!,5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Best Stay In Philly,5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Would NEVER Recommend!,1
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",All good except the front desk customer service,3
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Great family location,5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa","Fantastic Location, Great Staff",5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Suite hotel in downtown Philadelphia,5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Breakfast was a disaster,3
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Wizard World visit,5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Last Minute Reservation,5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Clean and vey conveniently located,5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Good stay,4
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Remember to ask for housekeeping!,4
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Fantastic stay,5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa","A few issues, but overall good",4
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Great stay centrally located!,5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Great Accomodations,5
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa","Pretty good hotel, could make a few changes",3
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",Great location,4
Chelsea Savoy Hotel,No frills but convenient location,3
Chelsea Savoy Hotel,Great Hotel,5
Central Loop Hotel,Good hotel and convenient location,5
Central Loop Hotel,Works for Hamilton!,3
Central Loop Hotel,lovely little hotel,5
Central Loop Hotel,Good location to conference,4
Central Loop Hotel,"2nd time around, same great stay, same great service!!!!",5
Central Loop Hotel,Central location in City,4
Central Loop Hotel,Barebones Hotel,2
Central Loop Hotel,"Perfect for a Solo Traveler - Very clean, nice location!",4
Central Loop Hotel,Excellent location,4
Central Loop Hotel,"Good and practical, great rates",4
Central Loop Hotel,Comfortable and affordable,5
Central Loop Hotel,Good central location - dated furniture though,3
Central Loop Hotel,"Good experience, great location!",5
Central Loop Hotel,Worth the visit,4
Central Loop Hotel,Best location in town.,5
Central Loop Hotel,Great Location and Fantastic Value,4
Central Loop Hotel,UK perspective.,4
Central Loop Hotel,Wonderful birthday weekend,5
Central Loop Hotel,"Good location, Safe area, Rooms are clean, comfortable, and appealing. There's cold water to refill your water bottle,",5
Central Loop Hotel,"Great hotel, great service, great everything.",5
Royal Resort,Average hotel,4
Royal Resort,Great location off strip,4
Sterling Gardens Hotel,Like a 60's post card!,4
SpringHill Suites Las Vegas Convention Center,Dream Team!!!,5
"The Cartwright Hotel - Union Square, BW Premier Collection",Was probably a nice hotel at one point.,2
"The Cartwright Hotel - Union Square, BW Premier Collection",1 Extremely bad staff lady-on morn of 28dec shift,3
Best Western Plus Inn At The Vines,Couple weekend trip to Napa,4
Best Western Plus Inn At The Vines,Great place to stay,5
Best Western Plus Inn At The Vines,1st Trip to Napa,4
Best Western Plus Inn At The Vines,Everything done well.,4
Best Western Plus Inn At The Vines,No whining in the wine country,5
Best Western Plus Inn At The Vines,Motel turned hotel,2
Best Western Plus Inn At The Vines,Napa wine tastings,3
Best Western Plus Inn At The Vines,napa stay,4
Best Western Plus Inn At The Vines,great place to stay in the wine country,5
Best Western Plus Inn At The Vines,Great Stay!!!,5
Best Western Plus Inn At The Vines,SUPER,5
Best Western Plus Inn At The Vines,Good for a night,4
Best Western Plus Inn At The Vines,Napa,4
Best Western Plus Inn At The Vines,Electrical Contractor,5
Best Western Plus Inn At The Vines,Anniversary,5
Best Western Plus Inn At The Vines,What You See is What You Get,3
Best Western Plus Inn At The Vines,Scenic drive up to Calistoga,5
Best Western Plus Inn At The Vines,Would Return,4
Best Western Plus Inn At The Vines,Great nights sleep,5
Best Western Plus Inn At The Vines,nice napa hotel,4
Best Western Plus Inn At The Vines,Comfortable room and pleasant staff,4
Best Western Plus Inn At The Vines,Very Solid Choice,4
Best Western Plus Inn At The Vines,Good choice for those on a budget,4
Best Western Plus Inn At The Vines,Great hotel and staff - recommend,5
Best Western Plus Inn At The Vines,Always a great stay!,5
Best Western Plus Inn At The Vines,Loved this property,5
Best Western Plus Inn At The Vines,Week-end Napa Trip,4
Best Western Plus Inn At The Vines,Napa Valley Jazz Getaway Stay,4
Best Western Plus Inn At The Vines,Staff was superb!,4
Best Western Plus Inn At The Vines,This was surprisingly luxurious for the price.,5
Best Western Plus Inn At The Vines,Nice surprise,4
Best Western Plus Inn At The Vines,Wow-Great price for a great room in a very over-priced tourist area,5
Best Western Plus Inn At The Vines,Clean and good location.,4
Best Western Plus Inn At The Vines,A do again for sure!,5
Best Western Plus Inn At The Vines,What a Ripoff,1
Best Western Plus Inn At The Vines,Very nice,5
Best Western Plus Inn At The Vines,Nice hotel Napa,4
Best Western Plus Inn At The Vines,Amazing experience,5
Best Western Plus Inn At The Vines,Great Service and Nice rooms!,5
Best Western Plus Inn At The Vines,Great location at a reasonable price.,5
Best Western Plus Inn At The Vines,Great customer service and good value for the location,4
Best Western Plus Inn At The Vines,excellent hotel in super location,5
Best Western Plus Inn At The Vines,Best Western at the Vines,4
Best Western Plus Inn At The Vines,Great place to stop,4
Best Western Plus Inn At The Vines,Great location,4
Best Western Plus Inn At The Vines,Great value and location,4
Best Western Plus Inn At The Vines,"Clean, convenient",4
Best Western Plus Inn At The Vines,Not worth the price,2
Best Western Plus Inn At The Vines,Kindness during the fires,5
Best Western Plus Inn At The Vines,Inn at the Vines,5
Best Western Plus Inn At The Vines,"A Quality, Service Minded, Modestly Priced Hotel in Napa!",5
Best Western Plus Inn At The Vines,BW Plus Inn at the Vines,5
Best Western Plus Inn At The Vines,Jewel in Napa Valley,4
Best Western Plus Inn At The Vines,Comfortable to Stay in Napa,4
Best Western Plus Inn At The Vines,Bewst Western Review,5
Best Western Plus Inn At The Vines,A High Five,5
Best Western Plus Inn At The Vines,Good price and location for Napa,3
Best Western Plus Inn At The Vines,Comfortable place to stay in Napa,4
Best Western Plus Inn At The Vines,Nice Location,4
Best Western Plus Inn At The Vines,Clean but noisy.,2
Best Western Plus Inn At The Vines,Great Stay,4
Best Western Plus Inn At The Vines,Great place,5
Best Western Plus Inn At The Vines,Overpriced No frills,2
Best Western Plus Inn At The Vines,Very helpful staff. Superb value for very fair price.,5
Best Western Plus Inn At The Vines,Great price and location. Close to everything in Napa!,5
Best Western Plus Inn At The Vines,Quiet and near what we needed,4
Best Western Plus Inn At The Vines,Best Western Plus Inn at the Vines - Comfortable Stay,4
Best Western Plus Inn At The Vines,If this is a Plus property....yikes!,2
Best Western Plus Inn At The Vines,Repeat customer with family in Napa.,4
Best Western Plus Inn At The Vines,It's Okay,2
Best Western Plus Inn At The Vines,NAPA Visit,5
Best Western Plus Inn At The Vines,Great place to stay,5
Best Western Plus Inn At The Vines,BW - Napa,4
Best Western Plus Inn At The Vines,Not worth the money,2
Aloft New Orleans Downtown,Good hotel front desk could improve,3
Aloft New Orleans Downtown,Aloft Nola,5
Aloft New Orleans Downtown,Wonderful!,5
Aloft New Orleans Downtown,Good time in NOLA. Check your bill before you leave!,4
Aloft New Orleans Downtown,Small room with NO window,3
Aloft New Orleans Downtown,Super Christmas vacation,5
Aloft New Orleans Downtown,I had a nice stay,4
Aloft New Orleans Downtown,Great Hotel!,5
Aloft New Orleans Downtown,Nice,5
Aloft New Orleans Downtown,good place to stay near French quarter,5
Aloft New Orleans Downtown,Fab hotel,5
Aloft New Orleans Downtown,Nice hotel,4
Aloft New Orleans Downtown,Great Stay!!!!,5
Aloft New Orleans Downtown,"Try it, you'll like it.",4
Aloft New Orleans Downtown,Very nice rooms,5
Aloft New Orleans Downtown,Excellent,5
Aloft New Orleans Downtown,Mandatory stay while in New Orleans,5
Aloft New Orleans Downtown,Awful!,1
Aloft New Orleans Downtown,Outstanding and friendly facility,5
Aloft New Orleans Downtown,"neat, clean and well organized",4
Aloft New Orleans Downtown,Review,4
Aloft New Orleans Downtown,Solid Hotel in a Great Location,4
Aloft New Orleans Downtown,A Haven,4
Aloft New Orleans Downtown,One night stay in downtown.,4
Aloft New Orleans Downtown,Great Place to Stay,5
Aloft New Orleans Downtown,"Windows, will your room have them",1
Aloft New Orleans Downtown,Must stay!,5
Aloft New Orleans Downtown,"Nice location, Bad Customer Service",2
Aloft New Orleans Downtown,Great Hotel!,4
Aloft New Orleans Downtown,Voodoo in Nola,4
Aloft New Orleans Downtown,Nice modern hotel,4
Aloft New Orleans Downtown,"Well priced, good location, spacious rooms, good onsite breakfast",5
Aloft New Orleans Downtown,Nice and Clean,4
Aloft New Orleans Downtown,Good hotel,5
Aloft New Orleans Downtown,Attractive New Hotel,4
Aloft New Orleans Downtown,Nicely located - exceeded expectations.,4
Aloft New Orleans Downtown,Great Place to Stay.,5
Aloft New Orleans Downtown,What a wonderful girls weekend experience!!,5
Aloft New Orleans Downtown,Modern clean hotel in downtown New Orleans,5
Hampton Inn and Suites Napa,Confortable hotel,4
Hampton Inn and Suites Napa,New hotel clean and friendly,5
Hampton Inn and Suites Napa,I liked this hotel,4
Hampton Inn and Suites Napa,Nice New Hotel,4
Hampton Inn and Suites Napa,Nice hotel. Staff is very new,5
Hampton Inn and Suites Napa,Good place to stay in Napa,4
Hampton Inn and Suites Napa,Nice New Hotel in a Great Location,4
Hampton Inn and Suites Napa,It was pleasant and relaxing,5
Hampton Inn and Suites Napa,Best place to stay in Napa!,5
Hampton Inn and Suites Napa,Perfect,5
Hampton Inn and Suites Napa,Bait and switch - best for business travelers,3
Hampton Inn and Suites Napa,Nice Hotel at Good Price,4
Hampton Inn and Suites Napa,Great stay,4
Hampton Inn and Suites Napa,New Hampton in Napa,4
Hampton Inn and Suites Napa,Our confirmed reservation was cancelled day of check in because we were the last ones to check in due overbooking,1
Hampton Inn and Suites Napa,Beautiful Hotel,5
Hampton Inn and Suites Napa,Amazing and Beautiful Property and Kalah was Awesome!,5
Hampton Inn and Suites Napa,"New, Popular 3-star Hotel",5
Hampton Inn and Suites Napa,Stay At the Hampton Inn Suites,5
Hampton Inn and Suites Napa,Fantastic Stay,5
Hampton Inn and Suites Napa,Booking Problems,3
Hampton Inn and Suites Napa,Recommended,4
Hampton Inn and Suites Napa,A Great New Place to Stay in Napa,5
Hampton Inn and Suites Napa,Great location,5
Hampton Inn and Suites Napa,Great property!,5
Hampton Inn & Suites Dallas/Cockrell Hill I-30,"Yay, no bed bugs",5
Hampton Inn & Suites Dallas/Cockrell Hill I-30,Nice Place to lodge,4
Hampton Inn & Suites Dallas/Cockrell Hill I-30,"Nice place, friendly staff",4
Hampton Inn & Suites Dallas/Cockrell Hill I-30,Great Stay - Would Go Back,5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,A very convenient place with SMALL parking spaces,3
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Comfy!,4
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Great Stay,5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Not worth it,2
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Excellent find at the end of the road..,4
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,"Not bad, clean",4
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,family trip,5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Amazing Customer Service,5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Great hotel! Superb staff!,5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,"Huge, clean room!",5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Poolside Bartender,5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Awesome!!! Highly recommend!!!,5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Excellent stay overall,5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Modern Hotel. Customer Service Needs Work,4
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,convenient,3
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,It was ok,4
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Great Hotel,5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,Another visit to Key West,4
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,"Beautiful, Quiet, Clean Place to stay!",5
Fairfield Inn & Suites by Marriott Key West at The Keys Collection,More than a sign change,4
The Villa Toscana,Comfortable B+B,5
The Villa Toscana,Excellent location/ excellent value,5
The Villa Toscana,Great little b&b,4
Bed and Breakfast Inn Seattle,"Lovely, comfortable, welcoming",5
Quality Inn Midway Airport,Awesome,5
Rodeway Inn,Retro and good value,4
Freehand Chicago,I liked it better as a transient hotel - it wouldnt be on Priceline,1
WoodSpring Suites Phoenix I-10 West,Thank you for a great stay!,5
Holiday Inn North Phoenix,Nice but...,3
Holiday Inn North Phoenix,Newly remodeled and clean.,5
Holiday Inn North Phoenix,Holiday Inn North Phoenix,1
Holiday Inn North Phoenix,Poor service and food isn't good,2
Holiday Inn North Phoenix,bad breakfast,2
Holiday Inn North Phoenix,"Phil,the director of sales was awesome",5
Holiday Inn North Phoenix,Business meeting,1
Holiday Inn North Phoenix,Never again,1
Holiday Inn North Phoenix,High class all the way,5
Holiday Inn North Phoenix,Clean but noisy,2
Holiday Inn North Phoenix,Nothing Special,3
Holiday Inn North Phoenix,"Overpriced, loud, and uncomfortable.",2
Holiday Inn North Phoenix,Right for the price,4
Holiday Inn North Phoenix,Great value for the dollar,4
Holiday Inn North Phoenix,"Yes, I will stay there again!",4
Holiday Inn North Phoenix,Inexpensive hotel,3
Holiday Inn North Phoenix,Nice hotel for the price,4
Holiday Inn North Phoenix,"Nice Hotel, could be better",3
Holiday Inn North Phoenix,NOT TOTALLY BAD,2
Holiday Inn North Phoenix,OK for the money and convenient to the interstate,3
Holiday Inn North Phoenix,Convienient,5
Holiday Inn North Phoenix,Toxic,1
Holiday Inn North Phoenix,Horrible!!',1
Holiday Inn North Phoenix,Maintenance Issues,1
Holiday Inn North Phoenix,Overnight stay on way to airport,3
Holiday Inn North Phoenix,"Okay, but needs maintenance",3
Holiday Inn North Phoenix,Decent Hotel,3
Holiday Inn North Phoenix,Great place,4
Holiday Inn North Phoenix,Awesome customer service great rooms,5
Holiday Inn North Phoenix,"Good hotel, some issues.",3
Holiday Inn North Phoenix,Close to highway,3
Holiday Inn North Phoenix,great hotel,5
Comfort Inn I-10 West at 51st Ave,Close to freeway.,4
Comfort Inn I-10 West at 51st Ave,"Nice rooms, but........",3
Comfort Inn I-10 West at 51st Ave,Nice quiet hotel and comfortable.,5
Red Roof Inn Phoenix North - Bell Road,Horrible,1
Red Roof Inn Phoenix North - Bell Road,A bit overpriced for no breakfast,3
Red Roof Inn Phoenix North - Bell Road,Red Rooof,3
Hotel 502,"Very shabby, not very chic",2
Hotel 502,"Nice facilities, bad rooms. But clean",3
Hotel 502,great spot!!+,5
Hotel 502,The best stay ever,5
Hotel 502,Probably won't be back,3
Hotel 502,Not Good,2
Hotel 502,"Sucks, Nosy Staff",1
Hotel 502,this was great,5
The Nolitan Hotel,Best Value For Money In Lower Manhattan with a Warm Environment,5
Hilton Garden Inn Atlanta Downtown,My Stay,5
Hilton Garden Inn Atlanta Downtown,Wonderful hotel!,5
Hilton Garden Inn Atlanta Downtown,Business,5
Hilton Garden Inn Atlanta Downtown,Dissatisfying for the dollar charged,2
Hilton Garden Inn Atlanta Downtown,Great location,4
Hilton Garden Inn Atlanta Downtown,Great Service,5
Hilton Garden Inn Atlanta Downtown,Good proximity to local tourist attractions,3
Hilton Garden Inn Atlanta Downtown,Fam-a-versary,5
Hilton Garden Inn Atlanta Downtown,Basic room,3
Hilton Garden Inn Atlanta Downtown,A PERFECT STAY! HUGE bathtub too!,5
Hilton Garden Inn Atlanta Downtown,Layover stay.,5
Hilton Garden Inn Atlanta Downtown,Last Minute Anniversary Weekend,5
Hilton Garden Inn Atlanta Downtown,Atlanta Visit,5
Hilton Garden Inn Atlanta Downtown,Convenient for Atlanta Underground,4
Hilton Garden Inn Atlanta Downtown,Very Good Location and service,4
Hilton Garden Inn Atlanta Downtown,Great Weekend Stay!! Location,5
Hilton Garden Inn Atlanta Downtown,Great location,4
Hilton Garden Inn Atlanta Downtown,"Great location, good hotel",5
Hilton Garden Inn Atlanta Downtown,Location location!,5
Hilton Garden Inn Atlanta Downtown,Nice place to host a family reunion,4
Hilton Garden Inn Atlanta Downtown,Sights,4
Hilton Garden Inn Atlanta Downtown,Poor housekeeping,2
Hilton Garden Inn Atlanta Downtown,Trendy place with eager to help staff.,4
Hilton Garden Inn Atlanta Downtown,If You Have To Stay In This Area: This is your best choice.,5
Hilton Garden Inn Atlanta Downtown,"Hilton Garden Inn Downtown Atlanta, GA",4
Hilton Garden Inn Atlanta Downtown,Highly recommended,5
Hilton Garden Inn Atlanta Downtown,"Truly unprofessional, did not match their high ratings on the internet",2
Hilton Garden Inn Atlanta Downtown,host orlando was excellent!,5
Hilton Garden Inn Atlanta Downtown,"Overall Good, Bad for Hilton Honors Free Breakfast",3
Hilton Garden Inn Atlanta Downtown,Overall OK stay,3
Hilton Garden Inn Atlanta Downtown,Wedding fun with the sisters,4
Hilton Garden Inn Atlanta Downtown,"Waiter, there's a stranger in my room",4
Hilton Garden Inn Atlanta Downtown,Outsatandind,5
Hilton Garden Inn Atlanta Downtown,house keeping staff is so rude,3
Hilton Garden Inn Atlanta Downtown,LuigiSLP,5
Hilton Garden Inn Atlanta Downtown,Downtown Atlanta Centennial park,5
Hilton Garden Inn Atlanta Downtown,Wonderful hotel,5
Hilton Garden Inn Atlanta Downtown,Could use an update but it's nice,4
"The Beekman, A Thompson Hotel",Great stay with minor items,5
The St. Regis Atlanta,Always wonderful,5
The St. Regis Atlanta,My 3rd visit - time for a review!,5
The St. Regis Atlanta,Birthday weekend with friends,5
The St. Regis Atlanta,A great classic hotel with 5 star service.,5
The St. Regis Atlanta,Beautiful hotel and great food!,5
The St. Regis Atlanta,Perfect hotel,5
The St. Regis Atlanta,Hughes Wedding Weekend,5
Extended Stay America - Atlanta - Perimeter - Hammond Drive,Rip off,1
Quality Inn & Suites,Bad enough to not want to stay in any Quality brand hotel again,1
Central Park West Hostel,Quite spooky !,2
Hampton Inn Atlanta-Perimeter Center,Great staff,4
Hampton Inn Atlanta-Perimeter Center,One Night,4
Hampton Inn Atlanta-Perimeter Center,Nice one night stay,4
Hampton Inn Atlanta-Perimeter Center,Winter Getaway to Atlanta,5
Hampton Inn Atlanta-Perimeter Center,Atlanta Stay,3
Hampton Inn Atlanta-Perimeter Center,Nice place and good for the price!,4
Hampton Inn Atlanta-Perimeter Center,Ok,3
Extended Stay America - Atlanta - Clairmont,Awesome Staff,5
Extended Stay America - Atlanta - Clairmont,Four night stay,5
Extended Stay America - Atlanta - Clairmont,Rita Tavares Eight nights stay for job relocation,4
The Redbury New York,Average at best,3
The Redbury New York,What a Disappointment,2
Silver Cloud Inn - Seattle Lake Union,July 4th weekend,1
Silver Cloud Inn - Seattle Lake Union,24 hour pool,5
Residence Inn Seattle Downtown/Lake Union,"Loved the Breakfast, Not Much Else",3
Inn at El Gaucho,Lovely boutique hotel,5
Inn at El Gaucho,"Quirky, lovely hotel. Glad we booked there.",5
Inn at El Gaucho,Awesome hotel awesome location !!,5
La Quinta Inn & Suites Phoenix I-10 West,"Friendly staff, nice room, decent breakfast but hallway carpet and keylock issue - needs maintenance",3
La Quinta Inn & Suites Phoenix I-10 West,Good location,3
La Quinta Inn & Suites Phoenix I-10 West,Great value!!!,4
La Quinta Inn & Suites Phoenix I-10 West,Great Night Stay,5
La Quinta Inn & Suites Phoenix I-10 West,Awesome experience,5
La Quinta Inn & Suites Phoenix I-10 West,Outstanding Service,5
La Quinta Inn & Suites Phoenix I-10 West,A Really Great Stay!,4
La Quinta Inn & Suites Phoenix I-10 West,"Great room, reasonable price",4
La Quinta Inn & Suites Phoenix I-10 West,GREAT STAY,5
La Quinta Inn & Suites Phoenix I-10 West,Great Staff-Excellent Value,5
La Quinta Inn & Suites Phoenix I-10 West,Quick trip from Oregon,3
La Quinta Inn & Suites Phoenix I-10 West,Hotel Stay,5
La Quinta Inn & Suites Phoenix I-10 West,Good place to stay,5
La Quinta Inn & Suites Phoenix I-10 West,Business Trip,4
La Quinta Inn & Suites Phoenix I-10 West,Very welcoming staff,4
La Quinta Inn & Suites Phoenix I-10 West,"Friendly staff, dog friendly, super comfy beds",4
La Quinta Inn & Suites Phoenix I-10 West,loved it here,5
La Quinta Inn & Suites Phoenix I-10 West,"Good stay, decent breakfast",3
La Quinta Inn & Suites Phoenix I-10 West,Worst of all La Quinta hotels that we have stayed in.,1
La Quinta Inn & Suites Phoenix I-10 West,MexBob5150,4
La Quinta Inn & Suites Phoenix I-10 West,repeat performance,5
La Quinta Inn & Suites Phoenix I-10 West,Happy with our stay.,4
La Quinta Inn & Suites Phoenix I-10 West,We had my 3 legged dogs with us and they accommodated us to be near a door on the first floor,5
La Quinta Inn & Suites Phoenix I-10 West,Nice and New,4
La Quinta Inn & Suites Phoenix I-10 West,Just OK,3
La Quinta Inn & Suites Phoenix I-10 West,Overall good,3
La Quinta Inn & Suites Phoenix I-10 West,Under construction,3
Residence Inn Phoenix North/Happy Valley,Awesome Place for its Price in Summer,4
Courtyard Phoenix North/Happy Valley,Nice room and surroundings,4
"The Carlyle, A Rosewood Hotel",Tired old hotel,1
DoubleTree by Hilton Hotel Metropolitan - New York City,Fab location good customer service.,5
The Westin Chicago River North,Great experience staying at the Westin in Chicago. Everything we wanted to see was close to the hot,5
The Westin Chicago River North,Comfortable stay,4.4
The Westin Chicago River North,Perfect location and value for money,5
The Westin Chicago River North,"No on site Spa Services, concierge was unable to give us any...",5
The Westin Chicago River North,"Possibly lower parking rates,",4.8
The Westin Chicago River North,Great location.,4.4
The Westin Chicago River North,Too expensive,4.4
The Westin Chicago River North,Perfect Stay! Enjoyable in every way!!,5
The Westin Chicago River North,Breakfast buffet on the 20th floor was wonderful,4.6
The Westin Chicago River North,Location,4.4
The Westin Chicago River North,Love Chicago!,4.15
The Westin Chicago River North,Getting the wrong key to check in the key they gave us was...,3.35
The Westin Chicago River North,The hotel was wonderful the rooms very roomy the view...,5
The Westin Chicago River North,Hospitality was exceptional.,4.8
FOUND:RE Phoenix,Amazing,5
FOUND:RE Phoenix,Best Get Away,5
FOUND:RE Phoenix,Trendy hotel DT Phoenix,5
FOUND:RE Phoenix,"Cool, comfortable, clean",5
FOUND:RE Phoenix,memorial day weekend trip,5
FOUND:RE Phoenix,Great new boutique/art hotel in downtown Pheonix,5
FOUND:RE Phoenix,Like Old Friends,5
FOUND:RE Phoenix,You have to stay in 809,5
FOUND:RE Phoenix,"modern, hip hotel",4
FOUND:RE Phoenix,Very impressed! I already want to come back!,5
FOUND:RE Phoenix,"Quirky, cool hotel",5
FOUND:RE Phoenix,Interesting boutique hotel,3
FOUND:RE Phoenix,"Come for the Hotel, Stay for the Art",5
FOUND:RE Phoenix,Amazing Cool Hotel,5
FOUND:RE Phoenix,Absolutely Wonderful,5
FOUND:RE Phoenix,Modern Accomodations,5
FOUND:RE Phoenix,Unique and Inviting,5
FOUND:RE Phoenix,New Hotel in Phoenix,4
FOUND:RE Phoenix,Hip Hotel in center of downtown!,5
FOUND:RE Phoenix,"Fun, Clean, Unique Hotel but Bathroom Needs Attention",4
FOUND:RE Phoenix,Highly Recommend,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Great Service. Great Experience.,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Excellent service,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Great value,4
TownePlace Suites Anaheim Maingate Near Angel Stadium,Going to baseball-stay here! Disnleyland maybe not.,3
TownePlace Suites Anaheim Maingate Near Angel Stadium,Very Pleasantly Surprised,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Flexible and prepared,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Best hotel ever.,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Disneyland Trip,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,no room at the inn,1
TownePlace Suites Anaheim Maingate Near Angel Stadium,"Decent hotel, but light sleepers be warned......",3
TownePlace Suites Anaheim Maingate Near Angel Stadium,Excellent,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,great people great places,4
TownePlace Suites Anaheim Maingate Near Angel Stadium,Great value with points for Disneyland Visitors,4
TownePlace Suites Anaheim Maingate Near Angel Stadium,Great suite next to Angels stadium w/ 3 separate beds,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,"Convenient, Clean Easy Access for Disneyland visit",4
TownePlace Suites Anaheim Maingate Near Angel Stadium,spiffy,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Wonderful stay,4
TownePlace Suites Anaheim Maingate Near Angel Stadium,Clean and Friendly,4
TownePlace Suites Anaheim Maingate Near Angel Stadium,Roomy rooms,3
TownePlace Suites Anaheim Maingate Near Angel Stadium,Rats and dirty!!,1
TownePlace Suites Anaheim Maingate Near Angel Stadium,The 2 bedroom suite is great for a large family,4
TownePlace Suites Anaheim Maingate Near Angel Stadium,BUSINESS TRIP PART V (SF TO ANAHEIM),3
TownePlace Suites Anaheim Maingate Near Angel Stadium,"Fun, easy, and relaxing check-in after a long grueling drive, especially the LA traffic.",5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Great family place to stay in Anaheim,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Convenient and comfortable,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,"Great Base for Disneyland, Angels, Convention Center",5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Great night's stay,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Perfect for families,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Great Hotel,5
TownePlace Suites Anaheim Maingate Near Angel Stadium,Fantastic stay,5
